,Name,Overview,Studio,Genre,Score,Ranked,Popularity,Members
682,Ushio to Tora (TV) 2nd Season,,MAPPA,Action,7.89,764,130421,1644
683,Aria the Avvenire,"Now that Akari Mizunashi is a Prima Undine and head of the Aria Company with her own apprentice, Ai Aino, she cannot help but reminisce about her time as a Single. She has new responsibilities and much less time on her hands, but these changes bring with them new forms of miracles that Neo Venezia can give. Growing up into new roles is hard, but Akari can always count on the friends she has made on Aqua in times of need.",TYO Animations,Fantasy,7.89,765,27152,4102
684,Bishoujo Senshi Sailor Moon S,"The Sailor Guardians and their leader, Sailor Moon, continue their duty of protecting Earth from any who would dare cause it harm. However, Sailor Mars' apocalyptic visions and the appearance of two new guardians Sailor Neptune and Sailor Uranus signal that a new battle will soon begin. These newcomers seek three Talismans that are inside the Pure Heart Crystals within human beings. Once brought together, these objects form The Holy Grail, a magical relic with extraordinary abilities. They want to use the Grail to save the world, but an evil organization known as the Death Busters seeks its power for their own desires. The removal of a Talisman from a person's Heart Crystal will cause their death, something that Uranus and Neptune see as a necessary sacrifice to form the Grail, while Sailor Moon and her group deem it unforgivable. But can any sacrifice be worth the cost if it saves the lives of the entire human race?",Toei Animation,Fantasy,7.89,766,144029,1521
685,Boku no Hero Academia 4th Season,"After successfully passing his Provisional Hero License exam, Izuku ""Deku"" Midoriya seeks out an extracurricular internship with a professional hero agency. At the recommendation of his mentor All Might, Midoriya lands a position under All Might's former sidekick, Sir Nighteye, now a famous hero in his own right. As Midoriya's classmates further their own abilities through various internships, up-and-coming villain Kai Chisaki utilizes his terrifying powers to gather favor in the criminal underworld. Known by the moniker Overhaul, Chisaki's ambitions collide with the League of Villains and its leader, Tomura Shigaraki. Through his work with Sir Nighteye, Midoriya discovers Chisaki's crime syndicate and the villain's hostile relationship with a mysterious young girl named Eri. Fearing for the child's safety, Midoriya and his upperclassman Mirio Toogata must work together to put an end to Chisaki's reign of terror.",Bones,Action,7.89,767,1673800,55
686,Densetsu Kyojin Ideon: Hatsudou-hen,"Pushed out to the far reaches of the galaxy, the crew of the Solo Ship faces impossible odds of survival. With the Earth destroyed and the remnants of the Buff Clan pushing them to their limit, the Ideon shows as the last line of defense for the battered remains of humanity. As the tensions of their last stand rack up on their minds, Captain Bes Jordan and pilot Cosmo Yuuki race against the clock to protect their final opportunity of survival, even as desperation eats away at the minds of their loved ones. Using any weapons left at their disposal, the crew desperately fight on to protect themselves in the cold clutches of space, punished with a final duel against Harulu Ajiba, who is now desperate to reclaim the honor lost in her father's eyes.",Sunrise,Drama,7.89,768,9848,6240
687,Drifters,"At the Battle of Sekigahara in 1600, Toyohisa Shimazu is the rearguard for his retreating troops, and is critically wounded when he suddenly finds himself in a modern, gleaming white hallway. Faced with only a stoic man named Murasaki and hundreds of doors on both sides, Toyohisa is pulled into the nearest door and into a world completely unlike his own. The strange land is populated by all manner of fantastical creatures, as well as warriors from different eras of Toyohisa's world who were thought to be dead. Quickly befriending the infamous warlord Nobunaga Oda and the ancient archer Yoichi Suketaka Nasu, Toyohisa learns of the political unrest tearing through the continent. Furthermore, they have been summoned as ""Drifters"" to fight against the ""Ends,"" people who are responsible for the creation of the Orte Empire and are trying to annihilate the Drifters. As the Ends grow more powerful, so does the Empire's persecution of elves and other demihumans. It is up to Toyohisa and his group of unconventional heroes to battle in a brand-new world war to help the Empire's subjects, while protecting the land to claim for themselves and challenging the Ends.",Hoods Entertainment,Action,7.89,769,555225,377
688,ef: A Tale of Memories.,"On Christmas Eve, Hiro Hirono runs into Miyako Miyamura, a frivolous girl who ""borrows"" his bicycle in order to chase down a purse thief. After Hiro finds his bicycle wrecked and Miyako unconscious, the two unexpectedly spend their Christmas Eve together, and when they discover they go to the same high school, their accidental relationship develops even further. This sparks the jealousy of Hiro's childhood friend Kei Shindou, whose pure approach to life catches the eye of Kyosuke Tsutsumi, a womanizing photographer searching for the perfect shot. Elsewhere, Renji Asou, a boy who dreams of being a girl's knight in shining armor, has a chance encounter with Kei's twin sister the overly shy Chihiro Shindou, who spends her time reading alone at an abandoned train station. The two quickly become friends and eventually decide to write a novel together. However, when Renji discovers Chihiro's secret, a disability that causes her to have an eternally ephemeral memory, his childish ideals will be put to the test. Guided by two mysterious adults, these youths' relationships intertwine in a heart-rending tale of love, rejection, acceptance, and memories.",Shaft,Drama,7.89,770,253068,923
689,Free! Eternal Summer: Kindan no All Hard!,,Kyoto Animation,Comedy,7.89,771,92805,2104
690,Ie Naki Ko Remy,,Nippon Animation,Adventure,7.89,772,20283,4682
691,JoJo no Kimyou na Bouken (TV),"The year is 1868; English nobleman George Joestar and his son Jonathan become indebted to Dario Brando after being rescued from a carriage incident. What the Joestars don't realize, however, is that Dario had no intention of helping them; he believed they were dead and was trying to ransack their belongings. After Dario's death 12 years later, George hoping to repay his debt adopts his son, Dio. While he publicly fawns over his new father, Dio secretly plans to steal the Joestar fortune. His first step is to create a divide between George and Jonathan. By constantly outdoing his foster brother, Dio firmly makes his place in the Joestar family. But when Dio pushes Jonathan too far, Jonathan defeats him in a brawl. Years later, the two appear to be close friends to the outside world. But trouble brews again when George falls ill, as Jonathan suspects that Dio is somehow behind the incident and it appears he has more tricks up his sleeve.",David Production,Action,7.89,773,1612820,58
692,Karigurashi no Arrietty,"While spending the summer at his aunt's house, the young but sickly Shou makes an amazing discovery: after following the house cat into the bushes, he gets a glimpse of a miniature girl about the size of his finger! Calling her kind ""Borrowers,"" as they survive on tiny bits of human possessions, the girl introduces herself as Arrietty. As he discovers that she lives in the house basement with her parents, Pod and Homily, Shou becomes imaginably excited at the idea of such unique neighbors. However, he fails to understand the adversities they face on a daily basis. In addition to keeping their existence hidden, they must also embark on perilous adventures into human territory, from the house to the outdoors, in order to make a living. Despite her parents' warnings, Arrietty befriends Shou, stirring up unexpected events that may change their lives forever. Delighting the eye and conquering the heart, the breath-taking story of a friendship transcending the tensions between two different human kinds begins.",Studio Ghibli,Award Winning,7.89,774,339292,670
693,Kidou Senshi Gundam: Suisei no Majo,"Suletta Mercury leaves her planet and enters the Asticassia School of Technology at the behest of her mother. There, right and wrong are determined through duels between students, and the top-ranking duelist will receive Miorine Rembran as their fiancée this prize being decided by Miorine's father. When Guel Jeturk, the best pilot in school and Miorine's current fiancé, demands that his betrothed move in with him, Suletta disapproves, so Guel challenges her. Although she emerges as champion, Suletta is subsequently detained on suspicion of piloting a forbidden type of mobile suit a GUND-ARM, or ""Gundam"" which results in her victory being voided. Miorine refuses to accept any more injustices and proposes another duel with even higher stakes. Now, Suletta must triumph a second time, otherwise she will be expelled and the Gundam Aerial that means so much to her will be destroyed.",Sunrise,Action,7.89,775,140976,1549
694,Les Misérables: Shoujo Cosette,"In 19th century France, a struggling single mother, Fantine, leaves her three-year-old daughter Cosette in the care of her new acquaintances, the Thernadiers. Unfortunately, Cosette's caretakers prove to be anything but loving, and the poor girl is subjected to repeated abuse and forced servitude. Still, she endures the torment in the hopes of seeing her mother once again. One night, while doing errands for her host family, Cosette is assisted by an honorable stranger named Jean Valjean. After a brief conversation with the young girl, Jean acknowledges her as the type of person he has been seeking and rescues her from the clutches of the Thernadiers. They make their way to a nearby town where Cosette enjoys a new life thanks to her savior. Under Jean's guidance, Cosette promises to help others with her newfound freedom. She pledges to heal the nation, ensuring that no one else suffers her fate. Though the road ahead is paved with tragedies left by the French Revolution, this idealistic girl will not rest until France is freed from poverty and suffering.",Nippon Animation,Drama,7.89,776,28809,3997
695,Macross F,"Following a catastrophic war against a race of giants known as the Zentradi, humanity has escaped towards the center of the galaxy aboard a fleet of colonial vessels called the Macross Frontier. As the extraterrestrial threat is left further and further behind, life on Macross Frontier proceeds as usual. In the year 2059, a young mecha pilot trainee named Alto Saotome and his colleagues are preparing to perform an accompanying routine for the famous singer Sheryl Nome, who has come to Macross Frontier for a concert. During the performance, a biomechanical alien species known as the Vajra make a sudden appearance, breaking through the defensive perimeter surrounding the vessel and crash-landing near the concert venue, plunging the entire city into chaos. As the concertgoers evacuate, a young girl named Ranka Lee is left behind and gets targeted by the Vajra, but she is saved at the last minute by Alto. Following these events, the Strategic Military Services program notes Alto's skill in battle, resulting in his recruitment to combat the new alien threat.",Satelight,Action,7.89,777,145276,1510
696,One Piece Film: Gold,"Monkey D. Luffy and his Straw Hat Crew have finally arrived on Gran Tesoro, a ship carrying the largest entertainment city in the world. Drawn in by the chances of hitting the jackpot, the crew immediately head to the casino. There, they quickly find themselves on a winning streak, playing with what seems to be endless luck. When offered a special gamble by Gild Tesoro the master of the city himself the crew agrees, choosing to believe in their captain's luck. However, when they find themselves victims of a despicable scam, the crew quickly realize that there is something darker happening beneath the city's surface. Left penniless and beaten down, the Straw Hat Crew are forced to rely on another gamble of a plan. With the help of a new friend or two, the group must work to reclaim what they've lost before time, and what remains of their luck, runs out.",Toei Animation,Action,7.89,778,209787,1110
697,Saiunkoku Monogatari,"Shuurei Kou, the daughter of a noble yet impoverished family, is a clever young lady who dreams of becoming a government official and contributing toward her country. However, her dream is out of her reach as such a position is forbidden to women. While her father works a low wage job as an archivist at the palace, Shuurei has to juggle odd jobs to make ends meet. Then, one day, an unexpected visit changes her life. Shuurei is called to assist Ryuuki Shi, the new emperor who is known for slacking on his duties and preferring the company of men. Tempted by the generous compensation, she readily accepts the chance to become the young emperor's consort for six months. Luckily, she is not alone as Seiran Shi, her trusty friend, joins her as Ryuuki's bodyguard. While tasked with transforming the new emperor into a responsible ruler, court life and politics prove troublesome as Shuurei faces the challenges of her new life. Set in a fictional country, Saiunkoku Monogatari centers on the idea of meaningful leadership, its adversities and the rewards that come alongside a prospering nation.",Madhouse,Adventure,7.89,779,94638,2076
698,Sakigake!! Cromartie Koukou,"Takashi Kamiyama is your typical mild-mannered high school student polite, aloof, and pacifistic, with a slightly above-average IQ. But would your average high school student really enroll himself at the infamous Cromartie High School, known as a breeding ground for the toughest delinquents out there? Apparently so, as that is exactly what Takashi does, though for reasons he'd rather leave unmentioned. However, one thing is for sure: the ""hard-boiled rabbit in a den full of hungry lions"" is never going to have another dull day. And how could he, now that he's surrounded by mohawked punks, obnoxious robots, and... gorillas? And was that Freddie Mercury riding a horse down the corridor? Follow Takashi as he earnestly dedicates his new high school life to better his school's reputation while his classmates are hellbent on wreaking havoc.",Production I.G,Comedy,7.89,780,136847,1583
699,School Rumble,"Just the words ""I love you,"" and everything changes such is the nature of the bittersweet trials of high school romance. Tenma Tsukamoto, a second year, is on a quest to confess her feelings to the boy she likes. Kenji Harima, a delinquent with a sizable reputation, is in a similar situation, as he cannot properly convey his feelings to the one he loves. Between school, friends, rivalries, and hobbies, these two will find that high school romance is no walk in the park, especially as misunderstandings further complicate their plight. School Rumble is a high-octane romantic comedy full of relatable situations, as Tenma and Kenji both try to win the hearts of those they desire.",Studio Comet,Comedy,7.89,781,323792,705
700,Kotonoha no Niwa,"On a rainy morning in Tokyo, Takao Akizuki, an aspiring shoemaker, decides to skip class to sketch designs in a beautiful garden. This is where he meets Yukari Yukino, a beautiful yet mysterious woman, for the very first time. Offering to make her new shoes, Takao continues to meet with Yukari throughout the rainy season, and without even realizing it, the two are able to alleviate the worries hidden in their hearts just by being with each other. However, their personal struggles have not disappeared completely, and as the end of the rainy season approaches, their relationship will be put to the test.",CoMix Wave Films,Award Winning,7.88,782,843513,199
701,Megalo Box,"""To be quiet and do as you're told, that's the cowardly choice."" These are the words of Junk Dog, an underground fighter of Megalo Box, an evolution of boxing that utilizes mechanical limbs known as Gear to enhance the speed and power of its users. Despite the young man's brimming potential as a boxer, the illegal nature of his participation forces him to make a living off of throwing matches as dictated by his boss Gansaku Nanbu. However, this all changes when the Megalo Box champion Yuuri enters his shabby ring under the guise of just another challenger. Taken out in a single round, Junk Dog is left with a challenge: ""If you're serious about fighting me again, then fight your way up to me and my ring."" Filled with overwhelming excitement and backed by the criminal syndicate responsible for his thrown matches, Junk Dog enters Megalonia: a world-spanning tournament that will decide the strongest Megalo Boxer of them all. Having no name of his own, he takes on the moniker of ""Joe"" as he begins his climb from the very bottom of the ranked list of fighters. With only three months left to qualify, Joe must face off against opponents the likes of which he has never fought in order to meet the challenge of his rival.",TMS Entertainment,Sci-Fi,7.88,783,497720,425
702,"Natsu e no Tunnel, Sayonara no Deguchi","Kaoru Touno's family is falling apart. After the death of a sibling and his parents' divorce, he no longer feels any peace at home. Following a heated confrontation with his father, Kaoru runs out of his house and finds himself before a mysterious tunnel, which pulls him in. Bewildered by what he sees inside, he rushes to the exit, picking up a bird that looks identical to his deceased pet on his way out. Upon emerging outside, Kaoru realizes that, despite him spending just a few minutes inside the tunnel, an entire week has passed. The bizarre experience leads him to remember the rumors of ""Urashima Tunnel"" a passage that grants wishes in exchange for one's lifespan. Given the resurrection of his pet bird, Kaoru cannot help but wonder if another visit can help fix his messed up life. However, when he returns to the entrance of the mysterious tunnel, Kaoru realizes that he has been followed by Anzu Hanashiro, a new transfer student in his class. She also knows about the rumors and asks him to help her with an experiment it turns out that she, too, has a wish that only the tunnel can grant.",CLAP,Drama,7.88,784,110789,1868
703,Ookiku Furikabutte,"Ren Mihashi was the ace of his middle school's baseball team, but due to his poor pitching, they could never win. Constant losses eventually lead to his teammates bullying him and reached the point where his teammates no longer tried to win, causing Mihashi to graduate with little self-esteem. As a result, Mihashi decides to go to a high school in a different prefecture where he has no intention of playing baseball. Unfortunately, upon his arrival at Nishiura High, he is dragged into joining their new team as the starting pitcher. Although unwilling at first, Mihashi realizes that this is a place where he will be accepted for who he is; with help from the catcher Takaya Abe, he starts to have more confidence in his own abilities. Abe, seeing the potential in Mihashi, makes it a goal to help him become a pitcher worthy of being called an ace.",A-1 Pictures,Sports,7.88,785,99216,2006
704,Osomatsu-san Movie,,Pierrot,Comedy,7.88,786,14840,5283
705,Quanzhi Gaoshou 2,"The ""Unspecialized"" character Lord Grim is infamous in the 10th server of the popular online game Glory. His reputation alone is enough to draw many curious players to his newly formed Guild Happy. Other competing guilds have enough to worry about with some of their own members abandoning them for Happy. However, they are also concerned by rumors that the person behind Lord Grim is really the retired professional gamer and ""Glory Textbook"" Ye Qiu, whom they have little chance of opposing. Unsure of the truth, the powerhouse guilds attempt to suppress Lord Grim's growing influence, harboring differing motives for doing so. But regardless of what obstacles he faces, Lord Grim is determined to break into the cross-server of Glory the Heavenly Domain where characters, including himself, can reach even greater levels. There, he hopes to round out the team of rookies who will fight alongside him in the Challenger League, which would be only their first step toward the coveted Glory Championship.",Colored Pencil Animation,Action,7.88,787,115787,1810
706,Shijou Saikyou no Deshi Kenichi OVA,,Brain's Base,Action,7.88,788,56582,2821
707,Shingeki no Kyojin OVA,"Ilse no Techou: Aru Chousa Heidanin no Shuki During the Survey Corps' 49th recon mission, Hange Zoë is determined to capture a titan specimen. Despite not receiving clearance from Commander Erwin Smith, when a titan is spotted in nearby forestland, Hange rides out alone to meet it. Recklessly luring it out, she asks the titan numerous questions and puts her life on the line for the sake of her research. However, the behavior of this particular titan is far from normal. It quickly turns back and enters the wood once again, leading Hange to somewhere specific. What Hange finds is the legacy of former scout Ilse Langnar. In spite of her death, she provides a valuable piece of information that may serve to turn the tide for titan research a diary documenting her last moments. Totsuzen no Raihousha: Sainamareru Seishun no Noroi Jean Kirstein would do anything to escape his boring home life and overbearing mother. After enlisting in the military, it became his ultimate goal to join the Military Police regiment and live out in peace and luxury. However, during his time with the 104th Training Corps, things never really go the way Jean wants them to. Eventually, the stolen glory and condescending banter of his comrades become too much and Jean challenges fellow cadet Sasha Blouse to a battle, in order to determine which of them is strongest but who will come out on top? Konnan The 104th Training Corps' most recent mission is a trek on horseback into the forest. Although a test of their ability to stay alert even in non-threatening situations, the task is boring and can lead to in-fighting. This is especially true for one of the groups, lead by Marco Bott. Some want to stay true to the mission they have been tasked with, and the rest would rather slack off, occupying themselves with more exciting activities. But when trouble strikes, they are completely unprepared.",Wit Studio,Action,7.88,789,451237,479
708,Space☆Dandy,"Dandy is a groovy, pompadour-wearing man who explores the stars in search of strange aliens for money, desiring to visit his favorite place: BooBies, the best diner in all the cosmos. Traversing the galaxies in his trusty ship, the Aloha Oe, Dandy is accompanied by his two equally unique friends: QT, the vacuum cleaner robot, and Meow, an alien with a cat-like appearance. Although exciting, Dandy's job is never simple, and each new day promises a completely different, thrilling adventure. Together, Dandy and his crew get dragged into perilous journeys, misadventures in romance, and out of this world scenarios all whilst steering clear of the evil scientist, Dr. Gel of the Gogol Empire.",Bones,Comedy,7.88,790,348620,652
709,Summer Ghost,"It is said that fireworks can calm the souls of the dead. For Tomoya Sugisaki, Aoi Harukawa, and Ryou Kobayashi, fireworks are what allowed them to meet the Summer Ghost. Believed to be the spirit of a young woman who committed suicide, the Summer Ghost only appears in a specific area and can only be seen by those who are within arm's reach of death. Tomoya is a creative soul being crushed by his academic obligation to get into a good university. Aoi is a meek girl who is relentlessly bullied by her classmates. Ryou is a former basketball star who had to forfeit his passion following a grim diagnosis. The only thing these three have in common is their ability to see the Summer Ghost. The Summer Ghost is said to be able to answer any and all questions pertaining to death something the three teenagers desperately want to know more about. Dissatisfied with their initial meeting, Tomoya sets out to find the Summer Ghost once again. But the more time he spends with the ghost, the more the mystery surrounding her existence unravels.",Flat Studio,Supernatural,7.88,791,96456,2050
710,Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal,"The National Tournament continues for Ryouma Echizen and the Seishun Academy Boys' Tennis Team as they face off against last year's semifinalist, Shitenhouji Middle School. As winners of the Kansai Regionals, Shitenhouji is one of the top contenders to win this year's tournament. What's more, each member of the Shitenhouji team has skills that are said to surpass their Seishun counterparts. Shitenhouji also has Kintarou Tooyama, another ""super rookie"" who rivals Ryouma in strength and technique. Seishun will have to push the limits of their abilities to stand a chance at defeating the Kansai champions in this East versus West matchup.",M.S.C,Sports,7.88,792,36752,3563
711,Tonikaku Kawaii,"Nasa Yuzaki is determined to leave his name in the history books. Ranking first in the national mock exam and aiming for a distinguished high school, he is certain that he has his whole life mapped out. However, fate is a fickle mistress. On his way home one snowy evening, Nasa's eyes fall upon a peerless beauty across the street. Bewitched, Nasa tries to approach her only to get blindsided by an oncoming truck. Thankfully, his life is spared due to the girl's swift action. Bleeding by the side of an ambulance, he watches as the girl walks away under the moonlight reminiscent of Princess Kaguya leaving for the moon. Refusing to let this chance meeting end, he forces his crippled body to chase after her and asks her out. Surprised by his foolhardiness and pure resolve, the girl accepts his confession under a single condition: they can only be together if he marries her!",Seven Arcs,Comedy,7.88,793,715634,263
712,BanG Dream! Film Live 2nd Stage,,SANZIGEN,Music,7.88,794,6796,7225
713,Boku no Hero Academia,"The appearance of ""quirks,"" newly discovered super powers, has been steadily increasing over the years, with 80 percent of humanity possessing various abilities from manipulation of elements to shapeshifting. This leaves the remainder of the world completely powerless, and Izuku Midoriya is one such individual. Since he was a child, the ambitious middle schooler has wanted nothing more than to be a hero. Izuku's unfair fate leaves him admiring heroes and taking notes on them whenever he can. But it seems that his persistence has borne some fruit: Izuku meets the number one hero and his personal idol, All Might. All Might's quirk is a unique ability that can be inherited, and he has chosen Izuku to be his successor! Enduring many months of grueling training, Izuku enrolls in UA High, a prestigious high school famous for its excellent hero training program, and this year's freshmen look especially promising. With his bizarre but talented classmates and the looming threat of a villainous organization, Izuku will soon learn what it really means to be a hero.",Bones,Action,7.88,795,2943293,6
714,Code Geass: Hangyaku no Lelouch I - Koudou,"The Holy Britannian Empire is a powerful nation that uses its military strength to expand its rule, and the small island nation of Japan is yet another victim. During a worldwide conflict in 2010 known as the Second Pacific War, the once-proud country was reduced to rubble and mockingly renamed to Area 11. However, one student plans to free Japan from Britannia's control through an extraordinary rebellion. His name is Lelouch Lamperouge, and he is fueled with hatred for the Empire, plotting to wipe its accursed name off the face of the planet. Lelouch's malicious plans are unexpectedly accelerated upon meeting the mysterious woman C.C., who grants him a supernatural ability known as Geass that makes anyone Lelouch commands unable to defy his will. Now armed with a devastating power, Lelouch assumes the persona of Zero, a revolutionary figure who carries the hopes and dreams of the oppressed around the world. He vows to restore the glorious nation of Japan and deliver divine retribution to Britannia.",Sunrise,Action,7.88,796,98833,2015
715,Death Billiards,"Two men have just arrived at a location known as Quindecim and are unable to remember how they got there. They are immediately greeted by a young woman who escorts them to a small bar, where a bartender awaits them. They are told that they will have to participate in a game, randomly chosen by roulette, and will be unable to leave until its completion; if they refuse, the consequences will be dire. In addition to the rules of the game, the two men are told to play as if their lives are at stake. The game that has been chosen is billiards. But there's more to it than just pocketing pool balls, as the two are about to find out the outcome could mean life or death.",Madhouse,Drama,7.88,797,236097,982
716,Detective Conan Movie 02: The Fourteenth Target,"A mysterious attacker has appeared and is assaulting people whose names contain a number from the standard deck of cards in descending order. When Conan Edogawa points out that all the victims are related to the now famous detective Kogorou Mouri, suspicion immediately falls upon the recently released convict Jou Murakami, as Kogorou was the one responsible for his arrest ten years prior. With potential victims still at risk, Conan and the police are determined to catch the culprit. As the case gradually unfolds, both Conan and his friend Ran Mouri learn more about her parents' separation and the truth on what transpired a decade ago.",TMS Entertainment,Adventure,7.88,798,62680,2667
717,Golden Kamuy,"In early 1900s Hokkaido after the Russo-Japanese war, Saichi Sugimoto tirelessly pans for gold. Nicknamed ""Sugimoto the Immortal"" for his death-defying acts in battle, the ex-soldier seeks fortune in order to fulfill a promise made to his best friend before he was killed in action: to support his family, especially his widow who needs treatment overseas for her deteriorating eyesight. One day, a drunken companion tells Sugimoto the tale of a man who murdered a group of Ainu and stole a fortune in gold. Before his arrest by the police, he hid the gold somewhere in Hokkaido. The only clue to its location is the coded map he tattooed on the bodies of his cellmates in exchange for a share of the treasure, should they manage to escape and find it. Sugimoto does not think much of the tale until he discovers the drunken man's corpse bearing the same tattoos described in the story. But before he can collect his thoughts, a grizzly bear the cause of the man's demise approaches Sugimoto, intent on finishing her meal. He is saved by a young Ainu girl named Asirpa, whose father happened to be one of the murdered Ainu. With Asirpa's hunting skills and Sugimoto's survival instincts, the pair agree to join forces and find the hidden treasure one to get back what was rightfully her people's, and the other to fulfill his friend's dying wish.",Geno Studio,Action,7.88,799,375465,595
718,Heartcatch Precure!,"Young flower enthusiast Tsubomi Hanasaki is often modest and quiet. But with her family moving to a new town, she aims to reinvent her image at her new school as someone more confident and outgoing. On moving day, she dreams of a mysterious tree in the sky guarded by a warrior named ""Cure Moonlight."" Tsubomi quickly learns that this was no ordinary dream when she encounters two mysterious fairies Chypre and Coffret who are being hunted down by a strange woman. When the woman summons a giant monster to attack the city, Tsubomi finds herself transforming into a warrior to fight the enemy! Taking on the alias ""Cure Blossom,"" Tsubomi learns that the woman is part of a villainous group that aims to turn the world into a lifeless desert, with her new duty being to stop it from happening. As Tsubomi continues to battle more monsters and uncover the secrets behind Cure Moonlight, will she find the confidence needed to overcome her timid nature?",Toei Animation,Action,7.88,800,31370,3844
719,Higurashi no Naku Koro ni,"Keiichi Maebara has just moved to the quiet little village of Hinamizawa in the summer of 1983, and quickly becomes inseparable friends with schoolmates Rena Ryuuguu, Mion Sonozaki, Satoko Houjou, and Rika Furude. However, darkness lurks underneath the seemingly idyllic life they lead. As the village prepares for its annual festival, Keiichi learns about the local legends surrounding it. To his horror, he discovers that there have been several murders and disappearances in the village in the recent years, and that they all seem to be connected to the festival and the village's patron god, Oyashiro. Keiichi tries to ask his new friends about these incidents, but they are suspiciously silent and refuse to give him the answers he needs. As more and more bizarre events occur, he wonders just what else his friends might be keeping from him, and if he can even trust them at all. When madness and paranoia begin taking root in Keiichi's heart, he will stumble straight into the mysteries at work in Higurashi no Naku Koro ni, a story that is told across multiple arcs.",Studio Deen,Horror,7.88,801,792180,228
720,Hoozuki no Reitetsu 2nd Season,,Studio Deen,Comedy,7.88,802,46338,3129
721,Hug tto! Precure,"It's her first day at a new school, and the cheerful Hana Nono is ready to make a fresh start, dreaming of becoming mature and reliable a far cry from her usual childish self. Although she makes a disastrous first impression, Hana soon befriends two of her classmates: the gentle and studious class representative Saaya Yakushiji, and a cool and mysterious girl Homare Kagayaki. That night, a magical baby falls from the sky right onto Hana's balcony. She is immediately smitten with her and names her Hug-tan. Alongside Hug-tan is a snarky talking hamster, Hariham Harry, who mutters that Hana ""isn't the one"" before vanishing with the baby. The next day, Hana believes the encounter to be a dream, until people all over the city begin collapsing and a giant monster appears, feeding on their energy. As Hana escapes, she spots Hug-tan and Harry under attack. Making a stand to protect them, she and Hug-tan suddenly both glow with energy and a heart-shaped gem forms. With the crystal's power, Hana transforms into a hero called ""Cure Yell"" and defeats the monster. Surprised at Hana's power, Harry explains that he and Hug-tan came from a future frozen in time by the Criasu Corporation, the same organization that created the monster. Only the Future Crystals, manifestations of one's hopes and dreams, and the Precure they create have a chance at defeating Criasu and saving the future!",Toei Animation,Action,7.88,803,16068,5123
722,Jigoku Shoujo Futakomori,"Ai Enma and her companions continue to offer their service of revenge against those who have wronged others, and the price is as steep as ever for damning the offender to hell, the person exacting vengeance is sent to the abyss as well. As they cast soul after soul into the darkness, a new sinister force is watching them: a little girl named Kikuri. While Ai continues her duties, she meets a boy named Takuma Kurebayashi, known as the ""Devil's Child"" because of the horrific events that occur around him. Unfortunately, Takuma's reputation leads the townspeople to use him as a scapegoat for those who have been ferried off to hell. When things quickly spiral out of control, Ai must find a way to bring an end to this senseless violence, as it poses a threat to her very existence.",Studio Deen,Horror,7.88,804,159419,1411
723,5-toubun no Hanayome Movie,,Bibury Animation Studios,Comedy,7.87,805,222652,1046
724,Berserk: Ougon Jidai-hen - Memorial Edition,"Fleeing a traumatic childhood, lone mercenary Guts drifts from battle to battle, striking down powerful enemies with his unwieldy sword. After one skirmish, Guts clashes with the mystifying Griffith and his small army known as the Band of the Hawk. The victorious Griffith drafts Guts into his ranks, granting the swordsman a kinship unlike anything he has ever known. Alongside the skilled warrior Casca, Guts helps Griffith guide the band to fame and glory. But as he gains military prestige, Griffith becomes the target of assassination attempts and political schemes. He uses Guts to further his ambitious rise to power, taking advantage of the swordsman's lack of aspiration. Even as he grows closer to Casca, Guts' absence of direction robs him of any sense of belonging. Fostering opposing desires, Guts and Casca fight for Griffith's dream although fractures forming among the trio threaten to disrupt their world.",Studio 4°C,Action,7.87,806,36175,3588
725,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"The Band of the Hawk and their enigmatic leader Griffith continue winning battle after battle as their prestige throughout the kingdom of Midland grows. But their latest task is one that has seen failure from everyone who has attempted it: the subjugation of the impenetrable fortress of Doldrey. But with members like Guts the captain of the Hawks' raiders who can easily fell 100 men with his gigantic sword such tasks prove to be trivial. However, in the aftermath of the battle, Guts decides to leave the Hawks in order to pursue his own dream and bids farewell to his companions, despite Griffith's attempts to make him stay. This single event causes Griffith to lose his composure, and leads him to make a decision that will alter his and the Hawks' fates forever.",Studio 4°C,Action,7.87,807,208344,1121
726,Carnival Phantasm,"The Carnival Moment is a time when several narratives from Type-Moon's famous works intersect. It happens every decade in an entirely new dimension, and those who have never run into each other can meet. And what's more, all individuals involved gain the opportunity to fulfill any of their wishes! However, they will have to come a long way, as they will need to partake in contests. In Carnival Phantasm, various characters are put into situations that ridicule their own worlds. Nevertheless, they all have the same objective: to win the contests by any means necessary!",Lerche,Comedy,7.87,808,194589,1178
727,Cool Doji Danshi,"Despite their distinctive personalities, Souma Shiki, Hayate Ichikura, Shun Futami, and Takayuki Mima all have one thing in common: though naturally clumsy, the four disguise their embarrassment from tiny slip-ups by maintaining a composed demeanor. However, it is actually the guys' airheaded natures that makes the girls' hearts throb. No matter what happens in their daily lives, the boys do their best not to lose their cool!",Pierrot,Slice of Life,7.87,809,84520,2220
